collection_no,occurrences.class_name,occurrences.order_name,occurrences.family_name,occurrences.genus_reso,occurrences.genus_name,occurrences.species_reso,occurrences.species_name,original.genus_reso,original.genus_name,original.species_reso,original.species_name,collections.country,collections.paleolatdec,collections.paleolngdec,collections.stage,collections.10mybin,collections.ma_max,collections.ma_min,collections.lithology1,collections.environment
1405,Bivalvia,Veneroida,Tancrediidae,,Tancredia,,magna,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,shoreface
1405,Bivalvia,Veneroida,Arcticidae,,Arctica,,syssollae,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,shoreface
1405,Bivalvia,Arcoida,,,Lopatinia,,callomoni,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,shoreface
1405,Bivalvia,Pterioida,,,Praebuchia,,kirghisensis,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,shoreface
1405,Bivalvia,Pectinoida,Pectinidae,,Camptonectes,,broenlundi,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,shoreface
1405,Bivalvia,Arcoida,Parallelodontidae,,Grammatodon,,keyserlingii,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,shoreface
1405,Bivalvia,Pterioida,Gryphaeidae,,Nanogyra,,nana,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,shoreface
1405,Bivalvia,Mytiloida,Mytilidae,,Modiolus,,strajeskianus,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,shoreface
1405,Bivalvia,Veneroida,Tancrediidae,,Corbicellopsis,,laevis,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,shoreface
1405,Bivalvia,Pterioida,Bakevelliidae,,Aguilerella,,aldingeri,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,shoreface
1405,Bivalvia,Pterioida,Pteriidae,,Meleagrinella,,ovalis,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,shoreface
1405,Crinoidea,Sagenocrinida,,,Pentacrinites,,sp.,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,shoreface
1405,Cephalopoda,Ammonoidea,,,Amoeboceras,,sp.,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,shoreface
1406,Bivalvia,Arcoida,,,Lopatinia,,callomoni,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,shoreface
1406,Bivalvia,Pectinoida,Pectinidae,,Camptonectes,,broenlundi,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,shoreface
1406,Bivalvia,Pterioida,,,Praebuchia,,kirghisensis,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,shoreface
1406,Bivalvia,Veneroida,Arcticidae,,Arctica,,syssolae,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,shoreface
1406,,,,,Corbicellops,,laevis,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,shoreface
1406,Bivalvia,Pterioida,Bakevelliidae,,Aguilerella,,aldingeri,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,shoreface
1406,Bivalvia,Pterioida,Pteriidae,,Meleagrinella,,sp.,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,shoreface
1406,Bivalvia,Veneroida,Tancrediidae,,Tancredia,,magna,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,shoreface
1412,Bivalvia,Arcoida,,,Lopatinia,,callomoni,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,shoreface
1412,Bivalvia,Veneroida,Tancrediidae,,Tancredia,,magna,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,shoreface
1412,Bivalvia,Veneroida,Arcticidae,,Arctica,,syssollae,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,shoreface
1412,Bivalvia,Pectinoida,Pectinidae,,Camptonectes,,broenlundi,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,shoreface
1464,Bivalvia,Pectinoida,Pectinidae,,Camptonectes,,broenlundi,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1464,Bivalvia,Pterioida,,,Praebuchia,,kirghisensis,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1464,Bivalvia,Veneroida,Arcticidae,,Arctica,,syssollae,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1464,Bivalvia,Veneroida,Lucinidae,,Lucina,,lirata,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1464,Bivalvia,Veneroida,Mactromyidae,,Unicardium,,aceste,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1464,Bivalvia,Mytiloida,Mytilidae,,Modiolus,,strajeskianus,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1464,Bivalvia,Veneroida,Tancrediidae,,Tancredia,,magna,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1464,Bivalvia,Veneroida,Tancrediidae,,Corbicellopsis,,lorioli,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1464,Bivalvia,Veneroida,Tancrediidae,,Corbicellopsis,,laevis,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1464,Bivalvia,Arcoida,,,Lopatinia,,callomoni,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1464,Bivalvia,Veneroida,Cardiidae,,Protocardia,,striatula,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1464,Polychaeta,Sedentarida,Serpulidae,,Serpula,,sp.,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1464,Cephalopoda,Ammonoidea,,,Amoeboceras,,sp.,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1464,,,,,Talpina,,sp.,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1465,Bivalvia,Pectinoida,Pectinidae,,Camptonectes,,broenlundi,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1465,Bivalvia,Mytiloida,Mytilidae,,Modiolus,,strajeskianus,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1465,Bivalvia,Veneroida,Arcticidae,,Arctica,,syssollae,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1465,Bivalvia,Pterioida,,,Praebuchia,,kirghisensis,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1465,Bivalvia,Veneroida,Cardiidae,,Protocardia,,striatula,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1465,Bivalvia,Veneroida,Tancrediidae,,Corbicellopsis,,laevis,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1465,Bivalvia,Veneroida,Mactromyidae,,Unicardium,,aceste,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1465,Bivalvia,Veneroida,Tancrediidae,,Tancredia,,magna,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1465,Bivalvia,Arcoida,,,Lopatinia,,callomoni,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1465,Bivalvia,Veneroida,Lucinidae,,Lucina,,lirata,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1465,Polychaeta,Sedentarida,Serpulidae,,Serpula,,sp.,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1466,Bivalvia,Pectinoida,Pectinidae,,Camptonectes,,broenlundi,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1466,Bivalvia,Veneroida,Arcticidae,,Arctica,,syssollae,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1466,Bivalvia,Pterioida,,,Praebuchia,,kirghisensis,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1466,Bivalvia,Mytiloida,Mytilidae,,Modiolus,,strajeskianus,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1466,Bivalvia,Veneroida,Mactromyidae,,Unicardium,,aceste,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1466,Bivalvia,Arcoida,,,Lopatinia,,callomoni,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1466,Bivalvia,Veneroida,Lucinidae,,Lucina,,lirata,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1466,Bivalvia,Veneroida,Tancrediidae,,Corbicellopsis,,laevis,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1467,Bivalvia,Pectinoida,Pectinidae,,Camptonectes,,broenlundi,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1467,Bivalvia,Pterioida,,,Praebuchia,,kirghisensis,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1467,Bivalvia,Veneroida,Arcticidae,,Arctica,,syssollae,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1467,Bivalvia,Veneroida,Lucinidae,,Lucina,,lirata,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1467,Bivalvia,Veneroida,Mactromyidae,,Unicardium,,aceste,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1467,Bivalvia,Mytiloida,Mytilidae,,Modiolus,,strajeskianus,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1467,Bivalvia,Veneroida,Tancrediidae,,Tancredia,,magna,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1467,Bivalvia,Veneroida,Tancrediidae,,Corbicellopsis,,lorioli,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1468,Bivalvia,Pectinoida,Pectinidae,,Camptonectes,,broenlundi,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1468,Bivalvia,Pterioida,,,Praebuchia,,kirghisensis,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1468,Bivalvia,Veneroida,Arcticidae,,Arctica,,syssollae,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1468,Bivalvia,Pterioida,Gryphaeidae,,Liostrea,,sp.,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1468,Bivalvia,Pectinoida,Pectinidae,,Camptonectes,cf.,auritus,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1468,Bivalvia,Limoida,Limidae,,Plagiostoma,,sp.,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1468,Bivalvia,Pectinoida,Oxytomidae,,Oxytoma,,sp.,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1468,Bivalvia,Arcoida,,,Lopatinia,,callomoni,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1468,Bivalvia,Veneroida,Cardiidae,,Protocardia,,striatula,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1468,Bivalvia,Mytiloida,Mytilidae,,Modiolus,,strajeskianus,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1468,Bivalvia,Veneroida,Tancrediidae,,Tancredia,,donaciformis,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1468,Bivalvia,Veneroida,Tancrediidae,,Corbicellopsis,,laevis,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1468,Bivalvia,Arcoida,Parallelodontidae,,Grammatodon,,keyserlingii,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1468,Gastropoda,,Amberleyidae,,Amberleya,,sp.,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1468,Polychaeta,Sedentarida,Serpulidae,,Serpula,,sp.,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1468,Cephalopoda,Ammonoidea,,,Amoeboceras,,sp.,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1469,Bivalvia,Veneroida,Tancrediidae,,Tancredia,,magna,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1469,Bivalvia,Mytiloida,Mytilidae,,Modiolus,,strajeskianus,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1469,Bivalvia,Veneroida,Arcticidae,,Arctica,,syssollae,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1469,Bivalvia,Pectinoida,Pectinidae,,Camptonectes,,broenlundi,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1469,Bivalvia,Arcoida,,,Lopatinia,,callomoni,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1469,Bivalvia,Pterioida,Pteriidae,,Meleagrinella,,sp.,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1469,Bivalvia,Pterioida,Bakevelliidae,,Aguilerella,,aldingeri,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1470,Polychaeta,Sedentarida,Serpulidae,,Ditrupa,,sp.,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1470,Bivalvia,Pterioida,Bakevelliidae,,Aguilerella,,aldingeri,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1470,Bivalvia,Veneroida,Arcticidae,,Arctica,,syssollae,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1470,Bivalvia,Pectinoida,Pectinidae,,Camptonectes,,broenlundi,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1470,Bivalvia,Pterioida,Gryphaeidae,,Liostrea,,sp.,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1470,Bivalvia,Arcoida,,,Lopatinia,,callomoni,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1470,Bivalvia,Pectinoida,Pectinidae,,Camptonectes,,sp.,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1471,Bivalvia,Mytiloida,Mytilidae,,Modiolus,,sp.,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,offshore
1471,Bivalvia,Pterioida,Pteriidae,,Meleagrinella,,sp.,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,offshore
1471,Bivalvia,Pectinoida,Entoliidae,,Entolium,,corneolum,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,offshore
1471,Bivalvia,Pectinoida,Pectinidae,,Camptonectes,,milnelandensis,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,offshore
1471,Bivalvia,Pectinoida,Pectinidae,,Camptonectes,,broenlundi,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,offshore
1471,Bivalvia,Pterioida,,,Praebuchia,,kirghisensis,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,offshore
1471,Bivalvia,Pholadomyoida,Pleuromyidae,,Pleuromya,,uralensis,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,offshore
1471,Bivalvia,Pholadomyoida,Pleuromyidae,,Pleuromya,,uniformis,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,offshore
1471,Bivalvia,Veneroida,Cardiidae,,Protocardia,,striatula,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,offshore
1471,Bivalvia,Anomalodesmata,Pholadomyidae,,Goniomya,,literata,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,offshore
1471,Polychaeta,Sedentarida,Serpulidae,,Serpula,,sp.,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,offshore
1471,,,,,Thalassinoides,,suevicus,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,offshore
1471,,,,,Chondrites,,sp.,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,offshore
1472,Polychaeta,Sedentarida,Serpulidae,,Ditrupa,,sp.,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1472,Bivalvia,Pterioida,Bakevelliidae,,Aguilerella,,aldingeri,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1472,Bivalvia,Veneroida,Arcticidae,,Arctica,,syssollae,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1472,Bivalvia,Pectinoida,Pectinidae,,Camptonectes,,broenlundi,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1472,Bivalvia,Pterioida,Gryphaeidae,,Liostrea,,sp.,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1472,Bivalvia,Arcoida,,,Lopatinia,,callomoni,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1472,Bivalvia,Pectinoida,Pectinidae,,Camptonectes,,sp.,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1494,Bivalvia,Pectinoida,Pectinidae,,Camptonectes,,broenlundi,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1494,Bivalvia,Veneroida,Arcticidae,,Arctica,,syssolae,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1494,Bivalvia,Arcoida,,,Lopatinia,,callomoni,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1495,,,,,Planolites,,sp.,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1495,Bivalvia,Arcoida,,,Lopatinia,,callomoni,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1495,Bivalvia,Veneroida,Arcticidae,,Arctica,,syssollae,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1495,Bivalvia,Pectinoida,Pectinidae,,Camptonectes,,broenlundi,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1496,Bivalvia,Arcoida,,,Lopatinia,,callomoni,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1496,Bivalvia,Veneroida,Arcticidae,,Arctica,,syssollae,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1496,Bivalvia,Pectinoida,Pectinidae,,Camptonectes,,broenlundi,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1496,Bivalvia,Veneroida,Cardiidae,,Protocardia,,striatula,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1496,Bivalvia,Mytiloida,Mytilidae,,Modiolus,,strajeskianus,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1496,Bivalvia,Pterioida,,,Praebuchia,,kirghisensis,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1496,Bivalvia,Pectinoida,Pectinidae,,Camptonectes,,auritus,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1496,Bivalvia,Veneroida,Tancrediidae,,Corbicellopsis,,lorioli,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1496,Bivalvia,Pterioida,Gryphaeidae,,Liostrea,,sp.,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1496,Bivalvia,Anomalodesmata,Pholadomyidae,,Goniomya,,literata,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1496,Polychaeta,Sedentarida,Serpulidae,,Ditrupa,,sp.,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1496,Gastropoda,Architaenioglossa,Ampullinidae,,Ampullina,,sp.,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1497,Bivalvia,Pectinoida,Pectinidae,,Camptonectes,,broenlundi,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1497,Bivalvia,Veneroida,Arcticidae,,Arctica,,syssollae,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1497,Bivalvia,Pterioida,Gryphaeidae,,Liostrea,,sp.,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1497,Bivalvia,Mytiloida,Mytilidae,,Modiolus,,strajeskianus,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1497,Polychaeta,Sedentarida,Serpulidae,,Ditrupa,,sp.,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1498,Bivalvia,Mytiloida,Mytilidae,,Modiolus,,strajeskianus,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1498,Bivalvia,Pectinoida,Pectinidae,,Camptonectes,,broenlundi,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1498,Bivalvia,Arcoida,,,Lopatinia,,callomoni,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1498,Bivalvia,Veneroida,Arcticidae,,Arctica,,syssollae,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1498,Polychaeta,Sedentarida,Serpulidae,,Ditrupa,,sp.,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1499,,,,,Planolites,,sp.,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1499,Bivalvia,Arcoida,,,Lopatinia,,callomoni,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
1499,Bivalvia,Veneroida,Arcticidae,,Arctica,,syssollae,,,,,Greenland,54.99,11.29,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"transition zone/lower shoreface"
