collection_no,occurrences.class_name,occurrences.order_name,occurrences.family_name,occurrences.genus_reso,occurrences.genus_name,occurrences.species_reso,occurrences.species_name,original.genus_reso,original.genus_name,original.species_reso,original.species_name,collections.country,collections.paleolatdec,collections.paleolngdec,collections.stage,collections.10mybin,collections.ma_max,collections.ma_min,collections.lithology1,collections.environment
12292,Cephalopoda,Ammonoidea,,,Perisphinctes,"n. sp.",andelotensis,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12292,Cephalopoda,Ammonoidea,,,Perisphinctes,,cuneicostatus,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12292,Cephalopoda,Ammonoidea,,,Perisphinctes,,variocostatus,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12292,Cephalopoda,Ammonoidea,,,Perisphinctes,,uptonensis,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12292,Cephalopoda,Ammonoidea,,,Perisphinctes,"n. sp.",quadratus,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12292,Cephalopoda,Ammonoidea,,,Lithacoceras,,larcheri,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12292,Cephalopoda,Ammonoidea,,,Lithacoceras,,schilli,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12292,Cephalopoda,Ammonoidea,,,Lithacoceras,,subschilli,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12292,Cephalopoda,Ammonoidea,,,Lithacoceras,,subschilli,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12292,Cephalopoda,Ammonoidea,,,Lithacoceras,,mindowe,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12292,Cephalopoda,Ammonoidea,,,Lithacoceras,,kreutzi,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12292,Cephalopoda,Ammonoidea,,,Lithacoceras,,richei,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12292,Cephalopoda,Ammonoidea,,,Lithacoceras,,lucingae,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12292,Cephalopoda,Ammonoidea,,,Lithacoceras,aff.,jelskii,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12292,Cephalopoda,Ammonoidea,,,Lithacoceras,cf.,aeneas,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12292,Cephalopoda,Ammonoidea,,,Mirosphinctes,,frickensis,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12293,Cephalopoda,Ammonoidea,,,Trimarginites,,arolicus,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12293,Cephalopoda,Ammonoidea,,,Ochetoceras,,canaliculatum,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12293,Cephalopoda,Ammonoidea,Haploceratidae,,Glochiceras,,crenatum,,Glochiceras,,crenatum,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12293,Cephalopoda,Ammonoidea,Haploceratidae,,Glochiceras,,politum,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12293,Cephalopoda,Ammonoidea,,,Taramelliceras,,colleti,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12293,Cephalopoda,Ammonoidea,,,Taramelliceras,,callicerum,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12293,Cephalopoda,Ammonoidea,,,Amoeboceras,,alternans,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12293,Cephalopoda,Ammonoidea,,,Perisphinctes,,bifurcatus,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12293,Cephalopoda,Ammonoidea,,,Perisphinctes,"n. sp.",bifurcatoides,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12293,Cephalopoda,Ammonoidea,,,Perisphinctes,,cuneicostatus,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12293,Cephalopoda,Ammonoidea,,,Perisphinctes,"n. sp.",panthieri,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12293,Cephalopoda,Ammonoidea,,,Perisphinctes,,uptonensis,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12293,Cephalopoda,Ammonoidea,,,Perisphinctes,"n. sp.",quadratus,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12293,Cephalopoda,Ammonoidea,,,Lithacoceras,,latumbilicata,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12293,Cephalopoda,Ammonoidea,,,Mirosphinctes,,frickensis,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12294,Cephalopoda,Ammonoidea,,,Trimarginites,,stenorynchus,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12294,Cephalopoda,Ammonoidea,,,Trimarginites,,arolicus,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12294,Cephalopoda,Ammonoidea,,,Ochetoceras,,canaliculatum/hispidum,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12294,Cephalopoda,Ammonoidea,,,Perisphinctes,,trichoplocus,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12294,Cephalopoda,Ammonoidea,,,Perisphinctes,,bifurcatus,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12294,Cephalopoda,Ammonoidea,,,Perisphinctes,"n. sp.",crassus,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12294,Cephalopoda,Ammonoidea,,,Perisphinctes,"n. sp.",bifurcatoides,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12294,Cephalopoda,Ammonoidea,,,Perisphinctes,"n. sp.",panthieri,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12294,Cephalopoda,Ammonoidea,,,Perisphinctes,,boweni,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12294,Cephalopoda,Ammonoidea,,,Perisphinctes,,strumatus,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12294,Cephalopoda,Ammonoidea,,,Perisphinctes,,uptonensis,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12294,Cephalopoda,Ammonoidea,,,Perisphinctes,,cautisnigrae,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12294,Cephalopoda,Ammonoidea,,,Perisphinctes,"n. sp.",quadratus,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12294,Cephalopoda,Ammonoidea,,,Perisphinctes,"n. sp.",eucostatus,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12294,Cephalopoda,Ammonoidea,,,Perisphinctes,"n. sp.",uptonioides,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12294,Cephalopoda,Ammonoidea,,,Mirosphinctes,,frickensis,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12294,Cephalopoda,Ammonoidea,,,Mirosphinctes,,bukowskii,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12294,Cephalopoda,Ammonoidea,,,Aspidoceras,,oegir,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12294,Cephalopoda,Ammonoidea,,,Aspidoceras,,paucituberculatum,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12294,Cephalopoda,Ammonoidea,,,Aspidoceras,,perarmatum,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12294,Cephalopoda,Ammonoidea,,,Aspidoceras,,akantenn,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12294,Cephalopoda,Ammonoidea,,,Aspidoceras,,tietzei,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12300,Cephalopoda,Ammonoidea,,,Sutneria,,platynota,,,,,France,35.80,14.31,Kimmeridgian,"Jurassic 5",155.700,150.800,"""carbonate""",
12300,Cephalopoda,Ammonoidea,,,Orthosphinctes,,enayi,,,,,France,35.80,14.31,Kimmeridgian,"Jurassic 5",155.700,150.800,"""carbonate""",
12300,Cephalopoda,Ammonoidea,,,Orthosphinctes,,"desmoides desmoides",,,,,France,35.80,14.31,Kimmeridgian,"Jurassic 5",155.700,150.800,"""carbonate""",
12300,Cephalopoda,Ammonoidea,,,Orthosphinctes,,"desmoides quenstedti",,,,,France,35.80,14.31,Kimmeridgian,"Jurassic 5",155.700,150.800,"""carbonate""",
12300,Cephalopoda,Ammonoidea,,,Orthosphinctes,,"desmoides debelmasi",,,,,France,35.80,14.31,Kimmeridgian,"Jurassic 5",155.700,150.800,"""carbonate""",
12300,Cephalopoda,Ammonoidea,,,Orthosphinctes,,thieuloyi,,,,,France,35.80,14.31,Kimmeridgian,"Jurassic 5",155.700,150.800,"""carbonate""",
12300,Cephalopoda,Ammonoidea,,,Orthosphinctes,,proinconditus,,,,,France,35.80,14.31,Kimmeridgian,"Jurassic 5",155.700,150.800,"""carbonate""",
12300,Cephalopoda,Ammonoidea,,,Orthosphinctes,,schaireri,,,,,France,35.80,14.31,Kimmeridgian,"Jurassic 5",155.700,150.800,"""carbonate""",
12300,Cephalopoda,Ammonoidea,,,Orthosphinctes,,pseudoachilles,,,,,France,35.80,14.31,Kimmeridgian,"Jurassic 5",155.700,150.800,"""carbonate""",
12300,Cephalopoda,Ammonoidea,,,Orthosphinctes,,blondeti,,,,,France,35.80,14.31,Kimmeridgian,"Jurassic 5",155.700,150.800,"""carbonate""",
12300,Cephalopoda,Ammonoidea,,,Orthosphinctes,,stromeri,,,,,France,35.80,14.31,Kimmeridgian,"Jurassic 5",155.700,150.800,"""carbonate""",
12300,Cephalopoda,Ammonoidea,,,Ataxioceras,,praehomalinum,,,,,France,35.80,14.31,Kimmeridgian,"Jurassic 5",155.700,150.800,"""carbonate""",
12304,Cephalopoda,Ammonoidea,,,Amoeboceras,,ovale,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12304,Cephalopoda,Ammonoidea,,,Amoeboceras,,bauhini,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12304,Cephalopoda,Ammonoidea,,,Amoeboceras,,lineatum,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12304,Cephalopoda,Ammonoidea,,,Ochetoceras,,bassae,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12304,Cephalopoda,Ammonoidea,Haploceratidae,,Glochiceras,,tectum,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12304,Cephalopoda,Ammonoidea,Haploceratidae,,Glochiceras,,nimbatum,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12304,Cephalopoda,Ammonoidea,Haploceratidae,,Glochiceras,,canale,,Glochiceras,,canale,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12304,Cephalopoda,Ammonoidea,Haploceratidae,,Glochiceras,,microdomum,,Glochiceras,,microdomum,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12304,Cephalopoda,Ammonoidea,,,Taramelliceras,,pichleri,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12304,Cephalopoda,Ammonoidea,,,Taramelliceras,,lochense,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12304,Cephalopoda,Ammonoidea,,,Taramelliceras,,tricristatum,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12304,Cephalopoda,Ammonoidea,,,Taramelliceras,,costatum,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12304,Cephalopoda,Ammonoidea,,,Taramelliceras,,sarasini,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12304,Cephalopoda,Ammonoidea,,,Taramelliceras,,externnodosum,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12304,Cephalopoda,Ammonoidea,,,Taramelliceras,,externnodosum,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12304,Cephalopoda,Ammonoidea,,,Orthosphinctes,,tiziani,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12304,Cephalopoda,Ammonoidea,,,Orthosphinctes,,polygyratus,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12304,Cephalopoda,Ammonoidea,,,Orthosphinctes,,colubrinus,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12304,Cephalopoda,Ammonoidea,,,Orthosphinctes,,torresensis,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12304,Cephalopoda,Ammonoidea,,,Orthosphinctes,,mogosensis,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12304,Cephalopoda,Ammonoidea,,,Orthosphinctes,,fontannesi,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12304,Cephalopoda,Ammonoidea,,,Orthosphinctes,,kirkdalensis,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12304,Cephalopoda,Ammonoidea,,,Orthosphinctes,"n. sp.",alternans,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12304,Cephalopoda,Ammonoidea,,,Lithacoceras,,evolutum,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12304,Cephalopoda,Ammonoidea,,,Lithacoceras,,steichenensis,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12304,Cephalopoda,Ammonoidea,,,Ringsteadia,,flexuoides,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12304,Cephalopoda,Ammonoidea,,,Ringsteadia,,weinlandi,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12304,Cephalopoda,Ammonoidea,,,Decipia,cf.,decipiens,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12304,Cephalopoda,Ammonoidea,,,Decipia,,latecosta,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12304,Cephalopoda,Ammonoidea,,,Decipia,"n. sp.",girardoti,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12304,Cephalopoda,Ammonoidea,,?,Decipia,,gigantoplex,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12304,Cephalopoda,Ammonoidea,,,Decipia,,schmidti,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12304,Cephalopoda,Ammonoidea,,,Microbiplices,,microbiplex,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12304,Cephalopoda,Ammonoidea,,,Microbiplices,aff.,procedens,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12304,Cephalopoda,Ammonoidea,,,Microbiplices,aff.,divergens,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12304,Cephalopoda,Ammonoidea,,,Microbiplices,cf.,vanae,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12304,Cephalopoda,Ammonoidea,,,Microbiplices,cf.,abeli,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12304,Cephalopoda,Ammonoidea,,,Epipeltoceras,,semimammatum,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12304,Cephalopoda,Ammonoidea,,,Epipeltoceras,,semiarmatum,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12304,Cephalopoda,Ammonoidea,,,Epipeltoceras,,berrense,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12304,Cephalopoda,Ammonoidea,,,Aspidoceras,,hypselum,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12304,Cephalopoda,Ammonoidea,,,Aspidoceras,,eucyphum,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12304,Cephalopoda,Ammonoidea,,,Aspidoceras,,costatum,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12304,Cephalopoda,Ammonoidea,,,Aspidoceras,,hominale,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12304,Cephalopoda,Ammonoidea,,,Aspidoceras,,striatocostatum,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12304,Cephalopoda,Ammonoidea,,,Clambites,,aequicostatum,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12304,Cephalopoda,Ammonoidea,,,Clambites,,clambus,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12305,Cephalopoda,Ammonoidea,,,Ochetoceras,,marantianum,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12305,Cephalopoda,Ammonoidea,,,Trimarginites,,trimarginatus,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12305,Cephalopoda,Ammonoidea,Haploceratidae,,Glochiceras,,lingulatum,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12305,Cephalopoda,Ammonoidea,,,Taramelliceras,,costatum,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12305,Cephalopoda,Ammonoidea,,,Taramelliceras,,tegulatum,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12305,Cephalopoda,Ammonoidea,,,Taramelliceras,,falculum,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12305,Cephalopoda,Ammonoidea,,,Orthosphinctes,,tiziani,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12305,Cephalopoda,Ammonoidea,,,Orthosphinctes,,polygyratus,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12305,Cephalopoda,Ammonoidea,,,Orthosphinctes,,colubrinus,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12305,Cephalopoda,Ammonoidea,,,Orthosphinctes,,kirkdalensis,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12305,Cephalopoda,Ammonoidea,,,Orthosphinctes,"n. sp.",alternans,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12305,Cephalopoda,Ammonoidea,,,Orthosphinctes,"n. sp.",sp.,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12305,Cephalopoda,Ammonoidea,,,Decipia,cf.,decipiens,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12305,Cephalopoda,Ammonoidea,,,Decipia,,dewari,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12305,Cephalopoda,Ammonoidea,,,Decipia,,topalensis,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12305,Cephalopoda,Ammonoidea,,,Decipia,,latecosta,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12305,Cephalopoda,Ammonoidea,,,Decipia,"n. sp.",girardoti,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12305,Cephalopoda,Ammonoidea,,,Epipeltoceras,,bimammatum,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12305,Cephalopoda,Ammonoidea,,,Epipeltoceras,,treptense,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12305,Cephalopoda,Ammonoidea,,,Aspidoceras,,atavum,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12305,Cephalopoda,Ammonoidea,,,Clambites,,aequicostatum,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12306,Cephalopoda,Ammonoidea,,,Ochetoceras,,marantianum,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12306,Cephalopoda,Ammonoidea,Haploceratidae,,Glochiceras,,modestiforme,,Glochiceras,,modestiforme,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12306,Cephalopoda,Ammonoidea,Haploceratidae,,Glochiceras,,lingulatum,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12306,Cephalopoda,Ammonoidea,,,Taramelliceras,,costatum,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12306,Cephalopoda,Ammonoidea,,,Taramelliceras,,hauffianum,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12306,Cephalopoda,Ammonoidea,,,Taramelliceras,,litocerum,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12306,Cephalopoda,Ammonoidea,,,Taramelliceras,,falculum,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12306,Cephalopoda,Ammonoidea,,,Taramelliceras,?,tenuinodosum,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12306,Cephalopoda,Ammonoidea,,,Taramelliceras,?,wenzeli,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12306,Cephalopoda,Ammonoidea,,,Orthosphinctes,,tiziani,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12306,Cephalopoda,Ammonoidea,,,Lithacoceras,cf.,heidenheimensis,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12306,Cephalopoda,Ammonoidea,,,Decipia,,latecosta,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12306,Cephalopoda,Ammonoidea,,,Epipeltoceras,,bimammatum,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12306,Cephalopoda,Ammonoidea,,,Aspidoceras,,atavum,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12307,Cephalopoda,Ammonoidea,,,Ochetoceras,,marantianum,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12307,Cephalopoda,Ammonoidea,,,Trimarginites,,stenorynchus,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12307,Cephalopoda,Ammonoidea,,,Trimarginites,,trimarginatus,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12307,Cephalopoda,Ammonoidea,Haploceratidae,,Glochiceras,,modestiforme,,Glochiceras,,modestiforme,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12307,Cephalopoda,Ammonoidea,,,Taramelliceras,,hauffianum,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12307,Cephalopoda,Ammonoidea,,,Taramelliceras,,litocerum,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12307,Cephalopoda,Ammonoidea,,,Taramelliceras,,falculum,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12307,Cephalopoda,Ammonoidea,,,Taramelliceras,,kobyi,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12307,Cephalopoda,Ammonoidea,,,Taramelliceras,?,tenuinodosum,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
12307,Cephalopoda,Ammonoidea,,,Taramelliceras,?,wenzeli,,,,,France,36.89,14.42,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","marine indet."
