;gens;d.max;n.max;range;n.tot;occurrences.class_name;occurrences.order_name;Ma.old;Bin.old;genus_name
10195;Rhizopodea Angochitina;5947;11;9;17;Rhizopodea;NA;428.2;11;Angochitina
10196;Rhizopodea Cingulochitina;7619;11;2;16;Rhizopodea;NA;421.3;11;Cingulochitina
10197;Rhizopodea Conochitina;6513;6;5;12;Rhizopodea;NA;466;7;Conochitina
10198;Rhizopodea Cyathochitina;12739;2;5;5;Rhizopodea;NA;466;7;Cyathochitina
10199;Rhizopodea Desmochitina;1177;2;5;5;Rhizopodea;NA;466;7;Desmochitina
10200;Rhizopodea Eisenackitina;575;11;1;11;Rhizopodea;NA;426.2;11;Eisenackitina
10201;Rhizopodea Fungochitina;102;3;1;3;Rhizopodea;NA;418.7;11;Fungochitina
10202;Rhizopodea Gotlandochitina;5289;7;2;11;Rhizopodea;NA;422.9;11;Gotlandochitina
10203;Rhizopodea Hercochitina;226;3;1;3;Rhizopodea;NA;449.5;9;Hercochitina
10204;Rhizopodea Lagenochitina;0;1;2;2;Rhizopodea;NA;466;7;Lagenochitina
10205;Rhizopodea Linochitina;5601;10;1;10;Rhizopodea;NA;428.2;11;Linochitina
10206;Rhizopodea Margachitina;470;28;2;30;Rhizopodea;NA;428.2;11;Margachitina
10207;Rhizopodea Pterochitina;102;4;1;4;Rhizopodea;NA;418.7;11;Pterochitina
10208;Rhizopodea Rhabdochitina;930;2;2;3;Rhizopodea;NA;466;7;Rhabdochitina
10209;Rhizopodea Sphaerochitina;9308;9;2;12;Rhizopodea;NA;428.2;11;Sphaerochitina
10210;Rhizopodea Urochitina;0;5;1;5;Rhizopodea;NA;418.1;12;Urochitina
10211;Rhodophyceae Amphiroa;0;2;1;2;Rhodophyceae;Corallinales;58.7;44;Amphiroa
10212;Rhodophyceae Aoujgalia;27;3;1;3;Rhodophyceae;NA;339.4;18;Aoujgalia
10213;Rhodophyceae Archaeolithophyllum;6926;8;5;17;Rhodophyceae;Cryptonemiales;318.1;20;Archaeolithophyllum
10214;Rhodophyceae Archaeolithothamnium;14235;9;13;33;Rhodophyceae;Corallinales;136.4;37;Archaeolithothamnium
10215;Rhodophyceae Corallina;0;1;5;4;Rhodophyceae;Corallinales;58.7;44;Corallina
10216;Rhodophyceae Craticula;0;2;18;3;Rhodophyceae;Corallinales;428.2;11;Craticula
10217;Rhodophyceae Dermatolithon;525;3;1;3;Rhodophyceae;Corallinales;15.97;48;Dermatolithon
10218;Rhodophyceae Elianella;1693;2;1;2;Rhodophyceae;Cryptonemiales;65.5;44;Elianella
10219;Rhodophyceae Ethelia;11;2;9;4;Rhodophyceae;Cryptonemiales;125;38;Ethelia
10220;Rhodophyceae Fasciella;1695;3;2;5;Rhodophyceae;Calcifoliida;342.8;18;Fasciella
10221;Rhodophyceae Fourstonella;4811;19;3;25;Rhodophyceae;NA;339.4;18;Fourstonella
10222;Rhodophyceae Frustulata;5179;3;1;3;Rhodophyceae;Calcifoliida;336;19;Frustulata
10223;Rhodophyceae Graticula;52;2;1;2;Rhodophyceae;Corallinales;428.2;11;Graticula
10224;Rhodophyceae Gymnocodium;9565;9;15;18;Rhodophyceae;NA;272.5;24;Gymnocodium
10225;Rhodophyceae Hydrolithon;13889;2;4;3;Rhodophyceae;Corallinales;37.2;46;Hydrolithon
10226;Rhodophyceae Jania;232;3;3;6;Rhodophyceae;Corallinales;65.5;44;Jania
10227;Rhodophyceae Lithophyllum;15698;12;39;49;Rhodophyceae;Corallinales;418.7;11;Lithophyllum
10228;Rhodophyceae Lithoporella;15698;8;12;30;Rhodophyceae;Corallinales;125;38;Lithoporella
10229;Rhodophyceae Lithothamnion;15698;18;12;61;Rhodophyceae;Corallinales;125;38;Lithothamnion
10230;Rhodophyceae Mametella;5454;7;1;7;Rhodophyceae;NA;345;18;Mametella
10231;Rhodophyceae Marinella;2486;9;14;27;Rhodophyceae;Cryptonemiales;228;28;Marinella
10232;Rhodophyceae Mesophyllum;8568;11;6;27;Rhodophyceae;Corallinales;65.5;44;NA
10233;Rhodophyceae Neogoniolithon;9027;3;4;8;Rhodophyceae;Corallinales;37.2;46;Neogoniolithon
10234;Rhodophyceae Neoprincipia;10;3;1;3;Rhodophyceae;Cryptonemiales;339.4;18;Neoprincipia
10235;Rhodophyceae Palaeoaplysina;9197;11;9;20;Rhodophyceae;Archaeolithophyllales;376.1;16;Palaeoaplysina
10236;Rhodophyceae Parachaetetes;16758;19;36;60;Rhodophyceae;Cryptonemiales;449.5;9;Parachaetetes
10237;Rhodophyceae Permocalculus;10275;13;17;34;Rhodophyceae;NA;272.5;24;Permocalculus
10238;Rhodophyceae Petschoria;265;2;1;2;Rhodophyceae;Cryptonemiales;318.1;20;Petschoria
10239;Rhodophyceae Peyssonnelia;1693;3;5;7;Rhodophyceae;Cryptonemiales;65.5;44;Peyssonnelia
10240;Rhodophyceae Polystrata;12806;11;11;35;Rhodophyceae;Cryptonemiales;136.4;37;Polystrata
10241;Rhodophyceae Porolithon;15698;6;2;8;Rhodophyceae;Corallinales;15.97;48;Porolithon
10242;Rhodophyceae Praedonezella;4093;3;2;4;Rhodophyceae;Calcifoliida;336;19;Praedonezella
10243;Rhodophyceae Pycnoporidium;2563;4;21;13;Rhodophyceae;Cryptonemiales;268;24;Pycnoporidium
10244;Rhodophyceae Roquesselsia;0;1;2;2;Rhodophyceae;NA;339.4;18;Roquesselsia
10245;Rhodophyceae Solenopora;17252;64;35;178;Rhodophyceae;Cryptonemiales;466;7;Solenopora
10246;Rhodophyceae Spongites;11566;6;4;12;Rhodophyceae;Corallinales;37.2;46;Spongites
10247;Rhodophyceae Sporolithon;7109;4;13;17;Rhodophyceae;Corallinales;136.4;37;Sporolithon
10248;Rhodophyceae Stacheia;3604;22;2;40;Rhodophyceae;NA;349.5;18;Stacheia
10249;Rhodophyceae Stacheoides;366;5;4;8;Rhodophyceae;NA;360.7;17;Stacheoides
10250;Rhodophyceae Subterraniphyllum;751;2;1;2;Rhodophyceae;Corallinales;33.9;47;Subterraniphyllum
10251;Rhodophyceae Tauristorea;567;4;3;5;Rhodophyceae;Cryptonemiales;245;27;Tauristorea
10252;Rhodophyceae Titanoderma;763;4;1;4;Rhodophyceae;Corallinales;13.65;48;Titanoderma
10253;Rhodophyceae Ungdarella;9763;4;7;12;Rhodophyceae;NA;339.4;18;Ungdarella
10254;Rhombifera Amecystis;254;10;1;10;Rhombifera;NA;460.5;8;Amecystis
10255;Rhombifera Anartiocystis;223;3;2;5;Rhombifera;NA;449.5;9;Anartiocystis
10256;Rhombifera Apiocystites;9533;3;1;3;Rhombifera;NA;428.2;11;Apiocystites
10257;Rhombifera Brockocystis;799;5;1;5;Rhombifera;NA;443.7;10;Brockocystis
10258;Rhombifera Callocystites;771;4;1;4;Rhombifera;NA;428.2;11;Callocystites
10259;Rhombifera Caryocrinites;2095;31;3;44;Rhombifera;NA;449;9;Caryocrinites
10260;Rhombifera Caryocystites;5181;8;1;8;Rhombifera;NA;460.5;8;Caryocystites
10261;Rhombifera Cheirocrinus;10256;16;7;31;Rhombifera;NA;490;5;Cheirocrinus
10262;Rhombifera Cheirocystis;1268;2;1;2;Rhombifera;NA;460.5;8;Cheirocystis
10263;Rhombifera Coronocystis;254;2;1;2;Rhombifera;NA;460.5;8;Coronocystis
10264;Rhombifera Echinosphaerites;16264;38;5;49;Rhombifera;NA;490;5;Echinosphaerites
10265;Rhombifera Glyptocystella;754;3;1;3;Rhombifera;NA;460.5;8;Glyptocystella
10266;Rhombifera Glyptocystites;1965;12;1;12;Rhombifera;NA;460.5;8;Glyptocystites
10267;Rhombifera Hallicystis;450;2;1;2;Rhombifera;NA;428.2;11;Hallicystis
10268;Rhombifera Heliocrinites;6464;6;3;10;Rhombifera;NA;466;7;Heliocrinites
10269;Rhombifera Hemicosmites;1241;5;3;7;Rhombifera;NA;490;6;Hemicosmites
10270;Rhombifera Hesperocystis;0;2;1;2;Rhombifera;NA;460.5;8;Hesperocystis
10271;Rhombifera Lepadocystis;516;4;1;4;Rhombifera;NA;449.5;9;Lepadocystis
10272;Rhombifera Lepocrinites;45;2;2;4;Rhombifera;NA;418.7;11;Lepocrinites
10273;Rhombifera Lingulocystis;7213;2;1;2;Rhombifera;NA;479;6;Lingulocystis
10274;Rhombifera Macrocystella;7173;8;4;11;Rhombifera;NA;490;5;Macrocystella
10275;Rhombifera Mimocystites;0;1;3;2;Rhombifera;NA;479;6;Mimocystites
10276;Rhombifera Pirocystella;0;2;1;2;Rhombifera;NA;460.5;8;Pirocystella
10277;Rhombifera Pleurocystites;2735;25;2;28;Rhombifera;NA;460.5;8;Pleurocystites
10278;Rhombifera Praepleurocystis;1192;4;1;4;Rhombifera;NA;460.5;8;Praepleurocystis
10279;Rhombifera Pseudocrinites;2;2;1;2;Rhombifera;NA;418.7;11;Pseudocrinites
10280;Rhombifera Sphaerocystites;2;2;1;2;Rhombifera;NA;418.7;11;Sphaerocystites
10281;Rhombifera Tanaocystis;1192;9;1;9;Rhombifera;NA;460.5;8;Tanaocystis
10282;Rhynchonellata Acanthorhynchia;221;7;3;9;Rhynchonellata;Rhynchonellida;167.7;33;Acanthorhynchia
10283;Rhynchonellata Acanthospirifer;574;12;1;12;Rhynchonellata;Spiriferida;418.1;12;Acanthospirifer
10284;Rhynchonellata Acanthospirina;0;2;4;3;Rhynchonellata;Spiriferida;376.1;16;Acanthospirina
10285;Rhynchonellata Acanthothiris;2217;7;1;7;Rhynchonellata;Rhynchonellida;175.6;32;Acanthothiris
10286;Rhynchonellata Acolosia;21;2;2;3;Rhynchonellata;Rhynchonellida;284;23;Acolosia
10287;Rhynchonellata Acosarina;12047;72;6;109;Rhynchonellata;Orthida;302;21;Acosarina
10288;Rhynchonellata Acrospirifer;18228;41;3;82;Rhynchonellata;Spiriferida;418.1;12;Acrospirifer
10289;Rhynchonellata Actinoconchus;5023;5;8;16;Rhynchonellata;Athyridida;360.7;17;Actinoconchus
10290;Rhynchonellata Acuminothyris;9161;4;1;4;Rhynchonellata;Spiriferida;360.7;17;Acuminothyris
10291;Rhynchonellata Adolfia;12162;15;4;19;Rhynchonellata;Spiriferida;412.3;12;Adolfia
10292;Rhynchonellata Adrenia;910;4;1;4;Rhynchonellata;Terebratulida;409.1;13;Adrenia
10293;Rhynchonellata Adygella;7167;13;3;21;Rhynchonellata;Terebratulida;245;27;Adygella
10294;Rhynchonellata Aemula;122;2;1;2;Rhynchonellata;Terebratulida;83.5;42;Aemula
10295;Rhynchonellata Aequspiriferina;0;2;1;2;Rhynchonellata;Spiriferinida;245;27;Aequspiriferina
10296;Rhynchonellata Agarhyncha;407;6;1;6;Rhynchonellata;Rhynchonellida;426.2;11;Agarhyncha
10297;Rhynchonellata Alaskospira;17585;19;4;28;Rhynchonellata;Spiriferida;443.7;10;Alaskospira
10298;Rhynchonellata Alatiformia;9982;3;2;5;Rhynchonellata;Spiriferida;409.1;13;Alatiformia
10299;Rhynchonellata Aldanispirifer;0;1;2;2;Rhynchonellata;Spiriferida;428.2;11;Aldanispirifer
10300;Rhynchonellata Aldina;0;2;1;2;Rhynchonellata;Rhynchonellida;279.5;23;Aldina
10301;Rhynchonellata Aldingia;494;3;1;3;Rhynchonellata;Terebratulida;37.2;46;Aldingia
10302;Rhynchonellata Alipunctifera;0;2;1;2;Rhynchonellata;Spiriferinida;228;28;Alipunctifera
10303;Rhynchonellata Alispira;3708;4;2;5;Rhynchonellata;Atrypida;443.7;10;Alispira
10304;Rhynchonellata Alispirifer;717;2;1;2;Rhynchonellata;Spiriferida;318.1;20;Alispirifer
10305;Rhynchonellata Alispiriferella;1193;10;2;11;Rhynchonellata;Spiriferida;284;23;Alispiriferella
10306;Rhynchonellata Alkhovikovia;0;1;2;2;Rhynchonellata;Spiriferida;412.3;12;Alkhovikovia
10307;Rhynchonellata Allanaria;1400;4;1;4;Rhynchonellata;Spiriferida;383.7;15;Allanaria
10308;Rhynchonellata Allanella;3608;28;2;53;Rhynchonellata;Spiriferida;388.1;14;Allanella
10309;Rhynchonellata Allorhynchoides;0;2;1;2;Rhynchonellata;Rhynchonellida;376.1;16;Allorhynchoides
10310;Rhynchonellata Allorhynchus;5945;20;9;26;Rhynchonellata;Rhynchonellida;360.7;17;Allorhynchus
10311;Rhynchonellata Alphaneospirifer;2355;4;1;4;Rhynchonellata;Spiriferida;255;25;Alphaneospirifer
10312;Rhynchonellata Altajella;24;5;1;5;Rhynchonellata;Spiriferida;412.3;12;Altajella
10313;Rhynchonellata Altiplecus;277;12;3;18;Rhynchonellata;Spiriferinida;299;22;Altiplecus
10314;Rhynchonellata Ambikella;577;4;3;8;Rhynchonellata;Spiriferida;284;23;Ambikella
10315;Rhynchonellata Ambocoelia;18004;153;12;281;Rhynchonellata;Spiriferida;418.7;11;Ambocoelia
10316;Rhynchonellata Ambothyris;17236;5;3;11;Rhynchonellata;Spiriferida;409.1;13;Ambothyris
10317;Rhynchonellata Amerista;3;6;1;6;Rhynchonellata;Athyridida;426.2;11;Amerista
10318;Rhynchonellata Amissopecten;220;6;2;8;Rhynchonellata;Rhynchonellida;409.1;13;Amissopecten
10319;Rhynchonellata Amoenirhynchia;4234;3;1;3;Rhynchonellata;Rhynchonellida;228;28;Amoenirhynchia
10320;Rhynchonellata Amoenospirifer;11856;8;3;12;Rhynchonellata;Spiriferida;418.1;12;Amoenospirifer
10321;Rhynchonellata Amphiclina;6044;6;2;11;Rhynchonellata;Athyridida;228;28;Amphiclina
10322;Rhynchonellata Amphiclinodonta;190;2;4;3;Rhynchonellata;Athyridida;228;28;Amphiclinodonta
10323;Rhynchonellata Amphigenia;1057;5;1;5;Rhynchonellata;Terebratulida;391.9;14;Amphigenia
10324;Rhynchonellata Amphipella;2;3;1;3;Rhynchonellata;Rhynchonellida;279.5;23;Amphipella
10325;Rhynchonellata Amsdenina;4499;7;2;8;Rhynchonellata;Pentamerida;443.7;10;Amsdenina
10326;Rhynchonellata Amygdalocosta;130;3;1;3;Rhynchonellata;Terebratulida;255;25;Amygdalocosta
10327;Rhynchonellata Anabaria;0;2;1;2;Rhynchonellata;Atrypida;428.2;11;Anabaria
10328;Rhynchonellata Anaptychius;0;3;1;3;Rhynchonellata;Terebratulida;279.5;23;Anaptychius
10329;Rhynchonellata Anastrophia;19024;50;5;90;Rhynchonellata;Pentamerida;460.5;8;Anastrophia
10330;Rhynchonellata Anathyris;11231;31;3;38;Rhynchonellata;Athyridida;409.1;13;Anathyris
10331;Rhynchonellata Anatrypa;16291;10;5;16;Rhynchonellata;Atrypida;418.7;11;Anatrypa
10332;Rhynchonellata Anazyga;17301;61;2;63;Rhynchonellata;Atrypida;460.5;8;Anazyga
10333;Rhynchonellata Anchorhynchia;0;5;1;5;Rhynchonellata;Rhynchonellida;268;24;Anchorhynchia
10334;Rhynchonellata Ancillotoechia;18686;67;4;106;Rhynchonellata;Rhynchonellida;443.7;10;Ancillotoechia
10335;Rhynchonellata Ancistrorhyncha;17901;20;2;23;Rhynchonellata;Rhynchonellida;460.5;8;Ancistrorhyncha
10336;Rhynchonellata Aneuthelasma;24;3;2;5;Rhynchonellata;Terebratulida;279.5;23;Aneuthelasma
10337;Rhynchonellata Angustothyris;8228;33;1;33;Rhynchonellata;Terebratulida;245;27;Angustothyris
10338;Rhynchonellata Aniabrochus;222;8;2;9;Rhynchonellata;Terebratulida;125;38;Aniabrochus
10339;Rhynchonellata Anisactinella;7393;10;2;12;Rhynchonellata;Athyridida;245;27;Anisactinella
10340;Rhynchonellata Anomalesia;250;5;1;5;Rhynchonellata;Terebratulida;284;23;Anomalesia
10341;Rhynchonellata Anomaloria;14822;16;3;18;Rhynchonellata;Spiriferida;299;22;Anomaloria
10342;Rhynchonellata Anomalorthis;14821;8;1;8;Rhynchonellata;Orthida;490;6;Anomalorthis
10343;Rhynchonellata Anoplotheca;6977;11;5;22;Rhynchonellata;Athyridida;443.7;10;Anoplotheca
10344;Rhynchonellata Antelocoelia;29;3;2;5;Rhynchonellata;Atrypida;409.1;13;Antelocoelia
10345;Rhynchonellata Anteridocus;296;15;3;30;Rhynchonellata;Rhynchonellida;290;22;Anteridocus
10346;Rhynchonellata Anthracospirifer;7324;57;4;121;Rhynchonellata;Spiriferida;345;18;Anthracospirifer
10347;Rhynchonellata Antiptychina;1332;7;4;10;Rhynchonellata;Terebratulida;171.6;33;Antiptychina
10348;Rhynchonellata Antirhynchonella;11536;26;5;31;Rhynchonellata;Pentamerida;443.7;10;Antirhynchonella
10349;Rhynchonellata Antronaria;260;54;5;59;Rhynchonellata;Rhynchonellida;318.1;20;Antronaria
10350;Rhynchonellata Aparimarhynchia;0;3;1;3;Rhynchonellata;Rhynchonellida;245;27;Aparimarhynchia
10351;Rhynchonellata Apatecosia;2417;3;1;3;Rhynchonellata;Terebratulida;164.7;34;Apatecosia
10352;Rhynchonellata Apatorthis;214;4;2;7;Rhynchonellata;Orthida;466;7;Apatorthis
10353;Rhynchonellata Aperispirifer;2723;10;4;23;Rhynchonellata;Spiriferida;290;22;Aperispirifer
10354;Rhynchonellata Apertirhynchella;0;3;1;3;Rhynchonellata;Rhynchonellida;228;28;Apertirhynchella
10355;Rhynchonellata Aphaurosia;40;4;1;4;Rhynchonellata;Rhynchonellida;265;24;Aphaurosia
10356;Rhynchonellata Apheoorthina;0;2;1;2;Rhynchonellata;Orthida;490;5;Apheoorthina
10357;Rhynchonellata Apheoorthis;16560;22;2;24;Rhynchonellata;Orthida;490;5;Apheoorthis
10358;Rhynchonellata Apousiella;2050;7;3;9;Rhynchonellata;Spiriferida;383.7;15;Apousiella
10359;Rhynchonellata Apringia;1363;5;4;8;Rhynchonellata;Rhynchonellida;196.5;30;Apringia
10360;Rhynchonellata Arabatia;15;2;1;2;Rhynchonellata;Terebratulida;164.7;34;Arabatia
10361;Rhynchonellata Araratella;1768;7;1;7;Rhynchonellata;Rhynchonellida;376.1;16;Araratella
10362;Rhynchonellata Araspirifer;472;5;2;6;Rhynchonellata;Spiriferida;428.2;11;Araspirifer
10363;Rhynchonellata Aratanea;0;2;1;2;Rhynchonellata;Rhynchonellida;443.7;10;Aratanea
10364;Rhynchonellata Aratoechia;305;4;1;4;Rhynchonellata;Rhynchonellida;428.2;11;Aratoechia
10365;Rhynchonellata Araxathyris;10080;29;2;33;Rhynchonellata;Athyridida;260.5;25;Araxathyris
10366;Rhynchonellata Arduspirifer;9954;11;3;18;Rhynchonellata;Spiriferida;412.3;12;Arduspirifer
10367;Rhynchonellata Arenaciarcula;131;4;1;4;Rhynchonellata;Terebratulida;125;38;Arenaciarcula
10368;Rhynchonellata Argovithyris;1424;12;1;12;Rhynchonellata;Terebratulida;161.2;34;Argovithyris
10369;Rhynchonellata Argyrotheca;13339;17;9;55;Rhynchonellata;Terebratulida;85.8;41;Argyrotheca
10370;Rhynchonellata Arionthia;292;19;1;19;Rhynchonellata;Spiriferinida;268;24;Arionthia
10371;Rhynchonellata Aromasithyris;1547;11;1;11;Rhynchonellata;Terebratulida;164.7;34;Aromasithyris
10372;Rhynchonellata Ascanigypa;0;1;2;2;Rhynchonellata;Pentamerida;436;10;Ascanigypa
10373;Rhynchonellata Aseptalium;316;6;1;6;Rhynchonellata;Rhynchonellida;418.1;12;Aseptalium
10374;Rhynchonellata Aseptirhynchia;0;3;1;3;Rhynchonellata;Rhynchonellida;409.1;13;Aseptirhynchia
10375;Rhynchonellata Astegosia;46;14;1;14;Rhynchonellata;Spiriferida;265;24;Astegosia
10376;Rhynchonellata Astraborthis;77;2;2;3;Rhynchonellata;Orthida;490;5;Astraborthis
10377;Rhynchonellata Astutorhyncha;6238;6;2;7;Rhynchonellata;Rhynchonellida;418.1;12;Astutorhyncha
10378;Rhynchonellata Asyrinxia;521;3;1;3;Rhynchonellata;Spiriferinida;360.7;17;Asyrinxia
10379;Rhynchonellata Athyrhynchus;718;7;2;9;Rhynchonellata;Rhynchonellida;412.3;12;Athyrhynchus
10380;Rhynchonellata Athyris;17413;206;18;383;Rhynchonellata;Athyridida;422.9;11;Athyris
10381;Rhynchonellata Athyrisina;490;15;7;27;Rhynchonellata;Athyridida;412.3;12;Athyrisina
10382;Rhynchonellata Athyrisinoides;10;3;1;3;Rhynchonellata;Atrypida;443.7;10;Athyrisinoides
10383;Rhynchonellata Atribonium;1924;12;4;20;Rhynchonellata;Rhynchonellida;391.9;14;Atribonium
10384;Rhynchonellata Atrypa;19617;325;9;875;Rhynchonellata;Atrypida;460.5;8;Atrypa
10385;Rhynchonellata Atryparia;15654;9;3;23;Rhynchonellata;Atrypida;409.1;13;Atryparia
10386;Rhynchonellata Atrypina;19265;48;5;93;Rhynchonellata;Atrypida;443.7;10;Atrypina
10387;Rhynchonellata Atrypinella;7454;17;2;23;Rhynchonellata;Atrypida;422.9;11;Atrypinella
10388;Rhynchonellata Atrypoidea;19680;106;3;116;Rhynchonellata;Atrypida;443.7;10;Atrypoidea
10389;Rhynchonellata Atrypopsis;374;2;1;2;Rhynchonellata;Atrypida;436;10;Atrypopsis
10390;Rhynchonellata Atrythyris;2432;10;3;13;Rhynchonellata;Athyridida;388.1;14;Atrythyris
10391;Rhynchonellata Attenuatella;12984;11;3;26;Rhynchonellata;Spiriferida;284;23;Attenuatella
10392;Rhynchonellata Aulacatrypa;10199;3;1;3;Rhynchonellata;Atrypida;428.2;11;Aulacatrypa
10393;Rhynchonellata Aulacella;17205;24;5;65;Rhynchonellata;Orthida;418.1;12;Aulacella
10394;Rhynchonellata Aulacothyris;8377;17;8;64;Rhynchonellata;Terebratulida;245;27;Aulacothyris
10395;Rhynchonellata Aulacothyroides;21;4;1;4;Rhynchonellata;Terebratulida;237;27;Aulacothyroides
10396;Rhynchonellata Aulacothyropsis;6896;3;2;5;Rhynchonellata;Terebratulida;228;28;Aulacothyropsis
10397;Rhynchonellata Austinella;18402;13;2;15;Rhynchonellata;Orthida;460.5;8;Austinella
10398;Rhynchonellata Australina;7825;8;1;8;Rhynchonellata;Atrypida;428.2;11;Australina
10399;Rhynchonellata Australispira;326;11;1;11;Rhynchonellata;Atrypida;460.5;8;Australispira
10400;Rhynchonellata Australocoelia;3606;42;3;53;Rhynchonellata;Rhynchonellida;418.1;12;Australocoelia
10401;Rhynchonellata Australospirifer;3597;34;2;46;Rhynchonellata;Spiriferida;409.1;13;Australospirifer
10402;Rhynchonellata Austriellula;8540;5;2;6;Rhynchonellata;Rhynchonellida;237;27;Austriellula
10403;Rhynchonellata Austrirhynchia;816;19;1;19;Rhynchonellata;Rhynchonellida;203.6;29;Austrirhynchia
10404;Rhynchonellata Avonothyris;26;3;2;4;Rhynchonellata;Terebratulida;167.7;33;Avonothyris
10405;Rhynchonellata Axiodeaneia;6862;13;1;13;Rhynchonellata;Rhynchonellida;360.7;17;Axiodeaneia
10406;Rhynchonellata Bajtugania;3970;11;1;11;Rhynchonellata;Athyridida;272.5;24;Bajtugania
10407;Rhynchonellata Bakonithyris;0;1;2;2;Rhynchonellata;Terebratulida;199.6;30;Bakonithyris
10408;Rhynchonellata Bakonyithyris;796;6;2;7;Rhynchonellata;Terebratulida;199.6;30;Bakonyithyris
10409;Rhynchonellata Balanoconcha;10875;3;1;3;Rhynchonellata;Terebratulida;360.7;17;Balanoconcha
10410;Rhynchonellata Balatonospira;1015;4;2;5;Rhynchonellata;Spiriferinida;245;27;Balatonospira
10411;Rhynchonellata Baliqliqia;366;9;1;9;Rhynchonellata;Athyridida;284;23;Baliqliqia
10412;Rhynchonellata Bancroftina;4768;5;2;7;Rhynchonellata;Orthida;460.5;8;Bancroftina
10413;Rhynchonellata Barrandina;18400;8;1;8;Rhynchonellata;Pentamerida;428.2;11;Barrandina
10414;Rhynchonellata Baturria;10151;8;2;9;Rhynchonellata;Orthida;428.2;11;Baturria
10415;Rhynchonellata Beachia;3407;4;1;4;Rhynchonellata;Terebratulida;412.3;12;Beachia
10416;Rhynchonellata Beckmannia;6885;2;3;5;Rhynchonellata;Rhynchonellida;409.1;13;Beckmannia
10417;Rhynchonellata Beecheria;12324;19;9;97;Rhynchonellata;Terebratulida;376.1;16;Beecheria
10418;Rhynchonellata Beitaia;943;8;1;8;Rhynchonellata;Atrypida;443.7;10;Beitaia
10419;Rhynchonellata Belbekella;4093;3;2;4;Rhynchonellata;Rhynchonellida;136.4;37;Belbekella
10420;Rhynchonellata Bergalaria;0;2;1;2;Rhynchonellata;Rhynchonellida;383.7;15;Bergalaria
10421;Rhynchonellata Betaneospirifer;1721;63;2;64;Rhynchonellata;Spiriferida;265;24;Betaneospirifer
10422;Rhynchonellata Bicamella;3581;4;1;4;Rhynchonellata;Rhynchonellida;260.5;25;Bicamella
10423;Rhynchonellata Biconostrophia;15911;7;3;14;Rhynchonellata;Atrypida;412.3;12;Biconostrophia
10424;Rhynchonellata Bifida;7670;7;3;15;Rhynchonellata;Athyridida;412.3;12;Bifida
10425;Rhynchonellata Bifolium;0;1;9;2;Rhynchonellata;Thecideida;125;38;Bifolium
10426;Rhynchonellata Bihenithyris;5337;41;1;41;Rhynchonellata;Terebratulida;164.7;34;Bihenithyris
10427;Rhynchonellata Bisinocoelia;50;3;2;4;Rhynchonellata;Spiriferida;412.3;12;Bisinocoelia
10428;Rhynchonellata Bisulcata;6809;3;1;3;Rhynchonellata;Pentamerida;422.9;11;Bisulcata
10429;Rhynchonellata Bittnerula;0;2;1;2;Rhynchonellata;Spiriferinida;228;28;Bittnerula
10430;Rhynchonellata Blasispirifer;933;4;1;4;Rhynchonellata;Spiriferida;268;24;Blasispirifer
10431;Rhynchonellata Bleshidium;776;23;2;24;Rhynchonellata;Pentamerida;439;10;Bleshidium
10432;Rhynchonellata Bohemiella;24;2;1;2;Rhynchonellata;Orthida;513;3;Bohemiella
10433;Rhynchonellata Bojothyris;9731;4;2;6;Rhynchonellata;Spiriferida;409.1;13;Bojothyris
10434;Rhynchonellata Boreadorthis;8077;2;2;3;Rhynchonellata;Orthida;460.5;8;Boreadorthis
10435;Rhynchonellata Borealis;15229;14;4;15;Rhynchonellata;Pentamerida;443.7;10;Borealis
10436;Rhynchonellata Bornhardtina;12697;17;1;17;Rhynchonellata;Terebratulida;388.1;14;Bornhardtina
